No.	CHRIP_ID	CAS RN	CAS Identity	Chemical Substance Name
13075	C011-331-42A	9004-80-2		alpha-Phosphono-omega-(decyloxy)poly(oxyethylene)
13076	C006-547-22A	9004-86-8		alpha-Benzoyl-omega-(benzoyloxy)poly(oxyethylene)
13077	C012-210-78A	9004-93-7		alpha-(2-Ethylhexanoyl)-omega-[(2-Ethylhexanoyl)oxy]poly(oxyethylene)
13078	C006-285-84A	9004-95-9	(?1)	alpha-Hexadecyl-omega-hydroxypoly(oxyethylene)
13079	C006-285-95A	9004-98-2	(?1)	alpha-Hydro-omega-{[(Z)-octadec-9-en-1-yl]oxy}poly(oxyethylene)
13080	C006-272-41A	9005-00-9	(?1)	alpha-Hydro-omega-(octadecyloxy)poly(oxyethylene)
13081	C006-195-83A	9005-02-1		alpha-Dodecanoyl-omega-(dodecanoyloxy)poly(oxyethylene)
13082	C006-195-94A	9005-07-6		alpha-Oleoyl-omega-oleoyloxypoly(oxyethylene)
13083	C006-137-78A	9005-08-7		alpha-Octadecanoyl-omega-(octadecanoyloxy)poly(oxyethylene)
13084	C012-937-54A	9005-09-8		Polymer of chloroethene / maleic acid / vinyl acetate
13085	C011-974-55A	9005-10-1		Polymer of methyl methacrylate / sodium methacrylate
13086	C008-513-25A	9005-22-5		"Cellulose, hydrogen sulfate, sodium salt"
13087	C004-810-09A	9005-25-8		Starch
13088	C006-304-04A	9005-27-0		Starch 2-hydroxyethyl ether
13089	C006-101-44A	9005-32-7		Alginic acid
13090	C011-799-97A	9005-35-0		"Alginic acid, calcium salt"
13091	C006-841-22A	9005-36-1		"Alginic acid, potassium salt"
13092	C006-101-66A	9005-37-2		"Alginic acid, ester with 1,2-propanediol"
13093	C005-865-65A	9005-38-3		Alginic acid sodium salt
13094	C005-476-20A	9005-65-6		"Sorbitan, mono-(9Z)-9-octadecenoate, poly(oxy-1,2-ethanediyl) derivs."
13095	C006-272-52A	9005-66-7		"Sorbitan, monohexadecanoate, poly(oxy-1,2-ethanediyl) derivs."
13096	C005-524-70A	9005-67-8		"Sorbitan, monooctadecanoate, poly(oxy-1,2-ethanediyl) derivs."
13097	C006-173-27A	9005-70-3		"Sorbitan, tri-(9Z)-9-octadecenoate, poly(oxy-1,2-ethanediyl) derivs."
13098	C010-350-63A	9005-71-4		"Sorbitan, trioctadecanoate, poly(oxy-1,2-ethanediyl) derivs."
13099	C008-527-15A	9005-97-4		Iodocasein
13100	C006-232-49A	9006-03-5		"Rubber, chlorinated"
13101	C011-757-13A	9006-23-9		Polymer of divinylbenzene / methyl acrylate
13102	C012-238-25A	9006-24-0		Polymer of formaldehyde / xylene
13103	C006-272-63A	9006-26-2		"2,5-Furandione, polymer with ethene"
13104	C005-161-69A	9007-13-0		"Resin acids and Rosin acids, calcium salts"
13105	C011-611-71A	9008-61-1		Polymer of formaldehyde / dimethylphenol
13106	C007-186-09A	9008-63-3		Polymer of formaldehyde / sodium naphthalenesulfonate
13107	C010-350-52A	9008-64-4		Polymer of formaldehyde / sodium methylnaphthalenesulfonate
13108	C011-461-56A	9010-75-7		"Ethene, 1-chloro-1,2,2-trifluoro-, polymer with 1,1-difluoroethene"
13109	C011-428-25A	9010-76-8		"2-Propenenitrile, polymer with 1,1-dichloroethene"
13110	C012-159-52A	9010-77-9		Polymer of acrylic acid / ethene
13111	C006-286-20A	9010-79-1		Polymer of ethene / prop-1-ene
13112	C006-682-95A	9010-81-5		"Polymer of acrylonitrile / buta-1,3-diene / methacrylic acid"
13113	C011-967-03A	9010-82-6		Vinyl acetate-Crotonic acid copolymer
13114	C006-101-88A	9010-85-9		Polymer of isoprene / 2-methylprop-1-ene
13115	C011-819-53A	9010-86-0		Polymer of ethene / ethyl acrylate
13116	C011-689-78A	9010-87-1		Polymer of ethyl acrylate / methyl acrylate
13117	C011-970-57A	9010-88-2		Polymer of ethyl acrylate / methyl methacrylate
13118	C012-939-70A	9010-89-3	(?1)	"Polymer of adipic acid / 2,2'-oxydiethanol"
13119	C011-858-64A	9010-92-8		"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene"
13120	C012-350-30A	9010-93-9		"Polymer of buta-1,3-diene / methacrylic acid / styrene"
13121	C012-357-34A	9010-96-2		Polymer of acrylonitrile / isopropenylbenzene / styrene
13122	C005-040-56A	9010-98-4		"Polymer of 2-chlorobuta-1,3-diene"
13123	C005-866-12A	9011-05-6	(?1)	Polymer of formaldehyde / urea
13124	C005-047-05A	9011-06-7		"Ethene, 1,1-dichloro-, polymer with chloroethene"
13125	C011-965-65A	9011-07-8		"Acetic acid ethenyl ester, polymer with 2,5-furandione"
13126	C011-750-42A	9011-09-0		"Polymer of butyl acrylate / 1,1-dichloroethene"
13127	C011-972-95A	9011-10-3		"Polymer of butyl methacrylate / 1,1-dichloroethene"
13128	C012-251-16A	9011-12-5		"Benzene, ethenyl-, polymer with 2-methyl-1-propene"
13129	C012-253-21A	9011-13-6		"2,5-Furandione, polymer with ethenylbenzene"
13130	C005-040-67A	9011-14-7		Polymer of methyl methacrylate
13131	C011-941-61A	9011-15-8		Polymer of isobutyl methacrylate
13132	C011-419-57A	9011-16-9		"Polymer of furan-2,5-dione / methoxyethene"
13133	C011-420-41A	9011-17-0		"Polymer of 1,1-difluoroethene / 1,1,2,3,3,3-hexafluoroprop-1-ene"
13134	C006-273-21A	9011-18-1		"Dextran, hydrogen sulfate, sodium salt"
13135	C011-499-84A	9011-52-3		"Polymer of decanedioic acid / hexane-1,6-diamine"
13136	C008-498-70A	9011-53-4		Polymer of butyl methacrylate / isobutyl methacrylate
13137	C011-970-68A	9011-87-4		Polymer of methyl acrylate / methyl methacrylate
13138	C011-857-51A	9011-99-8		Potassium salt of polymer of vinylbenzenesulfonic acid
13139	C005-866-23A	9012-09-3		Cellulose triacetate
13140	C006-837-76A	9012-72-0		D-Glucan
13141	C006-102-02A	9012-76-4		Chitosan
13142	C011-797-48A	9013-34-7		"Cellulose, 2-(diethylamino)ethyl ether"
13143	C006-273-54A	9014-90-8		"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(nonylphenoxy)-, sodium salt (1:1)"
13144	C005-866-34A	9014-92-0	(?1)	alpha-(Dodecylphenyl)-omega-hydroxypoly(oxyethylene)
13145	C008-513-36A	9015-14-9		Cellulose phosphate
13146	C011-697-22A	9015-54-7		Protein hydrolyzates
13147	C011-424-49A	9015-97-8		Polymer of vinyl hexanoate
13148	C004-690-27A	9016-00-6		Poly[oxy(dimethylsilylene)]
13149	C005-524-81A	9016-45-9	(?1)	"Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-"
13150	C011-930-77A	9016-60-8		"Polymer of furan-2,5-dione / alpha-hydro-omega-hydroxypoly[oxy(methylethylene)]"
13151	C011-422-01A	9016-81-3		Polymer of vinylpyridine
13152	C011-611-82A	9016-83-5		Polymer of formaldehyde / methylphenol
13153	C004-828-31A	9016-87-9		Polymethylenepolyphenylene isocyanate
13154	C011-945-58A	9016-88-0		Polymer of ethylene glycol / alpha-hydro-omega-hydroxypoly(oxyethylene) / terephthalic acid
13155	C012-233-70A	9016-91-5		Lithium salt of polymer of vinylbenzenesulfonic acid
13156	C011-593-19A	9017-37-2		"2-Propenoic acid, 2-methyl-, methyl ester, polymer with diethenylbenzene"
13157	C011-578-35A	9017-40-7		"Pyridine, 4-ethenyl-, polymer with diethenylbenzene"
13158	C011-578-57A	9017-45-2		Polymer of divinylbenzene / styrene / 4-vinylpyridine
13159	C011-754-51A	9017-68-9		Polymer of acrylic acid / isooctyl acrylate
13160	C011-902-72A	9017-80-5		Polymer of trimethyl[(vinylphenyl)methyl]ammonium chloride
13161	C011-858-75A	9018-02-4		Polymer of isodecyl hydrogen maleate / styrene
13162	C011-817-04A	9019-29-8		Polymer of butene / ethene
13163	C011-800-07A	9019-40-3		"Al,Ca,K or Na alginate"
13164	C011-800-18A	9019-41-4		"Ba,Cu,Fe,Sb or Zn alginate"
13165	C011-800-29A	9019-44-7		"Ba,Cu,Fe,Sb or Zn alginate"
13166	C011-800-30A	9019-45-8		"Ba,Cu,Fe,Sb or Zn alginate"
13167	C011-800-41A	9019-49-2		"Ba,Cu,Fe,Sb or Zn alginate"
13168	C012-350-63A	9019-71-0		"Pyridine, ethenyl-, polymer with 1,3-butadiene and ethenylbenzene"
13169	C011-949-56A	9021-95-8		Polymer of formaldehyde / sodium hydroxybenzenesulfonate
13170	C006-547-77A	9022-96-2		Polymer of titanium tetrabutoxide
13171	C006-232-50A	9032-42-2		"Cellulose, 2-hydroxyethyl methyl ether"
13172	C027-482-83A	9033-74-3	(?1)	alpha-sec-Dodecyl-omega-hydroxypoly(oxyethylene)
13173	C027-483-30A	9033-76-5	(?1)	alpha-Hydro-omega-(sec-tetradecyloxy)poly(oxyethylene)
13174	C006-728-82A	9033-79-8		Polymer of acrylic acid / sodium acrylate
13175	C011-765-90A	9035-69-2		Cellulose diacetate
13176	C012-358-58A	9035-90-9		"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,3-butadiene, diethenylbenzene and ethenylbenzene"
13177	C005-524-92A	9036-19-5	(?1)	"Poly(oxy-1,2-ethanediyl), .alpha.-[(1,1,3,3-tetramethylbutyl)phenyl]-.omega.-hydroxy-"
13178	C012-229-57A	9036-63-9		Polymer of isooctyl acrylate
13179	C006-837-87A	9037-91-6		D-Glucan
13180	C011-578-46A	9037-95-0		"Pyridine, 2-ethenyl-, polymer with diethenylbenzene"
13181	C008-535-25A	9038-46-4		Polymer of magnesium diacrylate
13182	C011-859-33A	9038-56-6		"2-Butenedioic acid (2Z)-, sodium salt, polymer with ethenylbenzene"
13183	C012-140-06A	9038-92-0	(?1)	Polymer of 1-butoxyprop-2-en / 2-methyloxirane / oxirane
13184	C006-274-12A	9038-95-3	(?1)	Monobutyl ether of polymer of 2-methyloxirane / oxirane
13185	C011-611-93A	9039-25-2		Polymer of formaldehyde / methylphenol / phenol
13186	C012-236-87A	9039-76-3		Polymer of butylphenol / formaldehyde
13187	C028-925-31A	9040-05-5	(?1)	alpha-Hydro-omega-(octadecenyloxy)poly(oxyethylene)
13188	C012-242-26A	9041-04-7		"Benzenesulfonic acid, hydroxy-, polymer with formaldehyde and urea"
13189	C012-195-89A	9041-07-0		Decaglycerol
13190	C006-837-98A	9041-22-9		beta-D-Glucan
13191	C011-945-03A	9041-79-6		Polymer of alpha-hydro-omega-hydroxypoly(oxyethylene) / succinic acid
13192	C011-951-08A	9041-80-9		Poly(oxyphenylene)
13193	C006-832-54A	9042-71-1		Sucrose tetradecanoate (1:?)
13194	C004-999-38A	9043-30-5	(?1)	"Poly(oxy-1,2-ethanediyl), .alpha.-isotridecyl-.omega.-hydroxy-"
13195	C012-302-62A	9043-45-2		2-Aminoethyl ether of starch
13196	C012-334-65A	9043-68-9		"Polymer of ethyl acrylate / propane-1,2-diol monomethacrylate / styrene"
13197	C011-423-81A	9043-69-0		Acryloylmorpholine-Potassium vinylbenzenesulfonate copolymer
13198	C011-581-45A	9044-05-7		Carboxymethyl dextran
13199	C012-303-75A	9044-81-9		Starch dodecanoate
13200	C012-303-86A	9044-83-1		Starch palmitate
13201	C005-866-45A	9045-28-7		Starch acetate
13202	C006-547-99A	9047-50-1		"2,3-Dialdehydo-starch"
13203	C011-522-72A	9047-77-2		"2-Propenoic acid, 2-methyl-, sodium salt (1:1), polymer with sodium 2-propenoate (1:1)"
13204	C011-509-03A	9049-38-1		Ferrocene-Benzaldehyde polycondensate
13205	C011-765-56A	9049-71-2		Ether of alpha-hydro-omega-hydroxypoly[oxy(methylethylene)] and beta-D-fructofuranosyl alpha-D-glucopyranoside
13206	C006-196-07A	9049-76-7		Starch 2-hydroxypropyl ether
13207	C006-102-24A	9050-04-8		"Cellulose, carboxymethyl ether, calcium salt"
13208	C011-687-07A	9050-06-0		"Ethenol, homopolymer, 3-phenyl-2-propenoate"
13209	C005-866-67A	9050-31-1		"Cellulose, hydrogen 1,2-benzenedicarboxylate, 2-hydroxypropyl methyl ether"
13210	C011-797-37A	9051-13-2		"Cellulose, hydrogen carbonodithioate, sodium salt"
13211	C011-795-33A	9051-33-6		Acrylonitrile-Methoxypolyethylene glycol methacrylate copolymer
13212	C012-140-17A	9051-49-4		"Ether of tetrakis{alpha-hydro-omega-hydroxypoly[oxy(methylethylene)]} and 2,2-bis(hydroxymethyl)propane-1,3-diol"
13213	C011-884-21A	9051-65-4		Polymer of calcium dimethacrylate
13214	C006-838-01A	9051-96-1		(1->4)-alpha-D-Glucan
13215	C006-838-12A	9051-99-4		(1->2)-beta-D-Glucan
13216	C012-240-77A	9052-14-6		Methylcyclohexanone-Formaldehyde polycondensate
13217	C011-788-70A	9052-45-3		"2-Propenoic acid, polymer with diethenylbenzene"
13218	C011-905-67A	9052-61-3		"Benzene, ethenylmethyl-, polymer with 1,3-butadiene"
13219	C011-826-27A	9052-77-1		"2-Propenenitrile, polymer with 1,3-butadiene and diethenylbenzene"
13220	C007-585-69A	9052-84-0		"Benzene, diethenyl-, polymer with 1,3-butadiene and ethenylbenzene"
13221	C005-155-31A	9056-38-6		Starch nitrate
13222	C012-301-15A	9057-06-1		Carboxymethyl ether of starch
13223	C011-951-97A	9058-64-4		"Bisphenol A Na or K salt-4,4'-Dichloro-diphenyl sulfone polycondensate"
13224	C011-608-16A	9059-68-1	(?1)	Polymer of butanediol / ethylene glycol / terephthalic acid
13225	C011-798-51A	9062-05-9		Carboxymethyl 2-hydroxypropyl ether of cellulose
13226	C012-303-53A	9063-35-8		Starch benzoate
13227	C012-301-82A	9063-36-9		Benzyl ether of starch
13228	C012-301-71A	9063-37-0		3-Amino-3-oxopropyl ether of starch
13229	C011-524-76A	9063-38-1		Sodium salt of carboxymethyl ether of starch
13230	C012-301-59A	9063-39-2		2-Cyanoethyl ether of starch
13231	C011-524-87A	9063-45-0		Starch 2-hydroxy-3-(trimethylammonio)propyl ether
13232	C006-921-64A	9063-89-2	(?1)	"Poly(oxy-1,2-ethanediyl), .alpha.-(octylphenyl)-.omega.-hydroxy-"
13233	C008-513-03A	9064-52-2		Carboxymethylglucomannan
13234	C011-883-29A	9065-47-8		Polymer of acrylamide / vinylpyridine
13235	C011-612-06A	9065-82-1		Polymer of formaldehyde /dimethylphenol / methylphenol
13236	C011-799-42A	9066-49-3		Aluminum lignosulfonate
13237	C011-799-53A	9066-50-6		Chromium lignosulfonate
13238	C012-304-55A	9067-40-7		Starch 4-methylbenzenesulfonate
13239	C011-798-06A	9069-34-5		"Cellulose, sodium salt"
13240	C010-241-68A	9070-52-4		Polymer of vinyl acetate / vinyl tert-decanoate
13241	C012-344-68A	9071-85-6		"alpha,alpha'-Phosphinicobis[omega-(nonylphenoxy)poly(oxyethylene)]"
13242	C012-334-76A	9072-82-6		"Polymer of butyl acrylate / propane-1,2-diol monomethacrylate / styrene"
13243	C012-242-93A	9075-85-8		Dicyandiamide - Ammonium chloride - Urea-Formaldehyde condensate
13244	C012-301-93A	9078-60-8		3-[(Hydroxymethyl)amino]-3-oxopropyl ether of starch
13245	C006-874-94A	9079-98-5	(?1)	Polymer of ethene / vinyl acetate / vinyl neodecanoate
13246	C011-873-93A	9080-04-0		Polymer of adipic acid / butanediol
13247	C006-548-24A	9080-17-5		Ammonium sulfide ((NH4)2(Sx))
13248	C011-613-19A	9080-34-6		Polymer of formaldehyde / phenol / xylene
13249	C011-425-18A	9080-67-5		Polymer of (chloromethyl)styrene
13250	C006-375-63A	9080-79-9		Sodium salt of polymer of vinylbenzenesulfonic acid
13251	C012-239-94A	9081-69-0		Polymer of formaldehyde / methylnaphthalene
13252	C012-047-84A	9087-61-0		Aluminum salt of starch hydrogen 2-(octen-1-yl)succinate
13253	C008-513-70A	9088-04-4		Sodium salt of carboxymethyl 2-hydroxyethyl ether of cellulose
13254	C006-816-01A	10006-28-7		Dipotassium silicate
13255	C008-549-15A	10007-84-8		"Sodium 2,6-dichlorobenzoate"
13256	C006-102-79A	10016-20-3		Cyclohexapentylose
13257	C008-535-70A	10017-44-4		dl-Chlorocarnitine
13258	C010-494-23A	10017-59-1		"Sodium salt of 9,10-dioxo-9,10-dihydroanthracene-2,7-disulfonic acid"
13259	C011-331-53A	10017-84-2		"rel-(2R,3R)-2-Ethylhexane-1,3-diol"
13260	C011-331-64A	10020-43-6		2-(Octyloxy)ethanol
13261	C009-947-01A	10020-96-9		(R)-Hydroxy(phenyl)acetonitrile
13262	C008-549-37A	10021-55-3		"Sodium 2,5-dihydroxybenzenesulfonate"
13263	C011-331-75A	10022-28-3		"1,1-dimethoxyoctane"
13264	C004-795-21A	10022-31-8		Barium nitrate
13265	C011-331-86A	10022-60-3		Bis(2-ethylbutyl) adipate
13266	C006-829-55A	10024-43-8		Calcium bromide (CaBr)
13267	C012-236-43A	10024-47-2		Isobutyl oleate
13268	C006-921-97A	10024-66-5		"Citric acid, manganese salt"
13269	C006-548-46A	10024-93-8		Neodymium trichloride
13270	C004-665-73A	10024-97-2		Dinitrogen oxide
13271	C011-331-97A	10025-06-6		9-octadecenyl (Z)-N-methylaminoacetate
13272	C004-872-78A	10025-65-7		Platinum dichloride
13273	C004-747-86A	10025-67-9		Disulfur dichloride
13274	C004-776-16A	10025-73-7		Chromium trichloride
13275	C006-548-57A	10025-74-8		Dysprosium trichloride
13276	C006-548-68A	10025-76-0		"Europium (III) chloride, anhydrous"
13277	C004-714-47A	10025-78-2		"Silane, trichloro-"
13278	C004-781-53A	10025-82-8		Indium trichloride
13279	C004-677-92A	10025-87-3		Phosphoryl trichloride
13280	C004-767-82A	10025-91-9		Antimony trichloride
13281	C004-873-25A	10025-99-7		Dipotassium tetrachloroplatinate
13282	C004-712-98A	10026-04-7		"Silane, tetrachloro-"
13283	C005-188-25A	10026-11-6		"Zirconium chloride (ZrCl4), (T-4)-"
13284	C006-548-80A	10026-12-7		Niobium pentachloride
13285	C004-710-16A	10026-13-8		Phosphorus pentachloride
13286	C006-922-22A	10026-17-2		Cobalt difluoride
13287	C007-033-60A	10026-18-3		Cobalt trifluoride
13288	C011-917-64A	10027-27-7		1-Amino-4-butylaminoanthraquinone-2-carboxylic acid butyl ester
13289	C011-332-00A	10027-28-8		"Sodium 1,4-bis(octadecyloxy)-1,4-dioxobutane-2-sulfonate"
13290	C006-196-18A	10027-32-4		Copper(2+) terephthalate
13291	C008-549-59A	10027-33-5		Disodium isophthalate
13292	C005-069-61A	10028-18-9		Nickel difluoride
13293	C005-866-90A	10028-22-5		Diiron(3+) trisulfurate
13294	C006-817-36A	10028-26-9		Magnesium hydrogensulphate
13295	C007-210-00A	10028-70-3		Disodium terephthalate
13296	C010-494-34A	10029-23-9		"Diethyl N,N'-(methylenedi-4,1-phenylene)diglycinate"
13297	C011-332-11A	10029-47-7		Dialuminum trisuccinate
13298	C010-600-15A	10030-90-7		Iron succinate
13299	C007-026-18A	10031-24-0		Tin dibromide
13300	C006-548-91A	10031-54-6		Europium(2+) sulphate
13301	C005-211-46A	10031-59-1		"Sulfuric acid, thallium salt (1:?)"
13302	C009-881-07A	10031-62-6		"Sulfuric acid, tin salt (1:?)"
13303	C008-549-60A	10031-71-7		"1,1-Dimethyl-3-phenylpropyl isobutyrate"
13304	C006-102-91A	10031-82-0		4-ethoxybenzaldehyde
13305	C008-549-71A	10031-86-4		1-Phenylpropyl butyrate
13306	C005-202-89A	10031-87-5		2-ethylbutyl acetate
13307	C008-549-82A	10031-93-3		Ethyl 4-phenylbutanoate
13308	C008-549-93A	10031-96-6		4-Allyl-2-methoxyphenyl formate
13309	C011-289-61A	10032-02-7		"(E)-3,7-Dimethylocta-2,6-dien-1-yl hexanoate"
13310	C008-550-09A	10032-08-3		Heptyl cinnamate
13311	C011-289-72A	10032-11-8		3-Hexen-1-yl 3-methylbutanoate
13312	C010-119-49A	10033-99-5		"(Z)-1-Chlorobuta-1,3-diene"
13313	C005-867-14A	10034-77-2		Calcium silicate
13314	C004-936-90A	10034-81-8		Magnesium perchlorate
13315	C004-777-18A	10034-85-2		Hydrogen iodide
13316	C011-860-83A	10034-94-3		Dimagnesium silicate
13317	C004-686-60A	10035-10-6		Hydrobromic acid
13318	C006-837-54A	10036-64-3		2-Acetamido-2-deoxy-alpha-D-glucopyranose
13319	C006-549-26A	10038-98-9		Germanium tetrachloride
13320	C023-000-01A	10039-26-6		4-O-beta-D-Galactopyranosyl-D-glucose monohydrate
13321	C004-849-17A	10039-33-5		"Bis(2-ethane-1-ylhexan-1-yl) 4,4'-[(dioctan-1-ylstannylene)bisoxy]bis(4-oxobut-2-enoate)"
13322	C005-867-36A	10042-59-8		2-Propylheptan-1-ol
13323	C004-844-28A	10042-76-9		Strontium dinitrate
13324	C005-050-93A	10042-84-9		Sodium salt of nitrilotriacetic acid
13325	C006-549-37A	10042-88-3		Terbium (III) chloride hexahydrate
13326	C004-764-97A	10043-01-3		Dialuminum trisulfate
13327	C011-552-71A	10043-02-4		Ammonium salt of sulfuric acid
13328	C005-867-47A	10043-11-5		Boron nitride (BN)
13329	C007-022-21A	10043-22-8		Potassium salt of oxalic acid
13330	C006-549-48A	10043-27-3		Terbium trinitrate
13331	C004-750-63A	10043-35-3		Boric acid
13332	C004-764-31A	10043-52-4		Calcium chloride
13333	C005-867-58A	10043-83-1		Phosphoric acid magnesium salt
13334	C011-289-83A	10044-00-5		"Sodium 1,4-bis(hexadecyloxy)-1,4-dioxobutane-2-sulfonate"
13335	C011-923-03A	10045-56-4		4-Ethyl-2-phenyl-1H-imidazole
13336	C006-549-59A	10045-86-0		Iron orthophosphate
13337	C006-549-60A	10045-95-1		Neodymium trinitrate
13338	C011-289-94A	10047-28-6		Butyl sulfanylacetate
13339	C010-210-90A	10048-98-3		Barium hydrogenorthophosphate
13340	C004-671-78A	10049-04-4		Chlorine dioxide
13341	C004-776-27A	10049-05-5		Chromium dichloride
13342	C006-549-82A	10049-07-7		Rhodium trichloride
13343	C006-555-21A	10049-08-8		Ruthenium trichloride
13344	C011-742-09A	10049-23-7		Dihydrogen trioxotellurate
13345	C011-467-25A	10049-36-2		"Orthoboric acid, compound with 2,2',2''-nitrilotriethanol"
13346	C011-290-00A	10051-44-2		Sodium hexanoate
13347	C011-290-11A	10051-45-3		Sodium heptanoate
13348	C010-582-20A	10054-05-4		"1-Butanol, 2,2'-(1,2-ethanediyldiimino)bis-, (2R,2'R)-"
13349	C010-582-31A	10054-06-5		"1-Butanol, 2,2'-(1,2-ethanediyldiimino)bis-, (2R,2'S)-rel-"
13350	C006-274-78A	10054-29-2		Tetradecyl dihydrogen phosphate
13351	C011-702-41A	10058-23-8		Potassium peroxysulfurate
13352	C007-528-78A	10058-42-1		"Iron(III) salt of 2,2',2'',2'''-(Ethane-1,2-diyldinitrilo)tetraacetic acid"
13353	C011-290-22A	10059-13-9		2-Methylundecane-2-thiol
13354	C007-156-77A	10060-10-3		Cerium fluoride (CeF4)
13355	C006-922-88A	10060-26-1		Trimanganese dicitrate
13356	C004-954-36A	10061-01-5		"(Z)-1,3-Dichloroprop-1-ene"
13357	C004-954-47A	10061-02-6		"(E)-1,3-Dichloroprop-1-ene"
13358	C011-290-33A	10075-38-4		"(Z)-1,3-Dichlorobut-2-ene"
13359	C008-690-27A	10079-20-6		2-[(3-amino-4-methoxyphenyl)sulphonyl]ethyl hydrogen sulphate
13360	C005-447-78A	10081-67-1		"Benzenamine, 4-(1-methyl-1-phenylethyl)-N-(4-(1-methyl-1-phenylethyl)phenyl)-"
13361	C011-830-51A	10086-51-8		Lanthanum salt of acetic acid
13362	C010-494-89A	10089-93-7		"3-hydroxy-N,N-bis(2-hydroxyethyl)-2-naphthamide"
13363	C006-103-15A	10094-34-5		2-Methyl-1-phenylpropan-2-yl butyrate
13364	C008-690-94A	10094-36-7		Ethyl 3-cyclohexylpropanoate
13365	C011-290-44A	10094-40-3		Hex-2-en-1-yl acetate
13366	C011-290-55A	10094-41-4		3-Hexen-1-yl 2-methylbutanoate
13367	C011-484-70A	10095-13-3		3-Hydroxybutyl acrylate
13368	C011-290-66A	10095-14-4		6-Hydroxyhexyl acrylate
13369	C011-290-77A	10095-20-2		"2,3-Dihydroxypropyl acrylate"
13370	C010-495-03A	10097-11-7		"Glycine, N,N'-(methylenedi-4,1-phenylene)bis-"
13371	C010-495-14A	10097-16-2		"Diethyl (methylenedi-4,1-phenylene)dicarbamate"
13372	C010-495-25A	10097-19-5		"Dimethyl N,N'-(methylenedi-4,1-phenylene)diglycinate"
13373	C011-290-88A	10097-26-4		2-Butyloctyl methacrylate
13374	C006-550-54A	10097-28-6		Silicon monoxide
13375	C010-304-99A	10097-61-7		"1-Propanone, 3-[(2-hydroxy-1-methyl-2-phenylethyl)amino]-1-(3-methoxyphenyl)-"
13376	C005-867-69A	10099-58-8		Lanthanum chloride
13377	C006-550-65A	10099-59-9		Lanthanum trinitrate
13378	C006-550-76A	10099-60-2		Dilanthanum(3+) trisulphate
13379	C006-550-87A	10099-67-9		Lutetium trinitrate
13380	C011-290-99A	10099-70-4		Diisopropyl maleate
13381	C011-291-02A	10099-71-5		Dipentyl maleate
13382	C004-750-96A	10099-74-8		Lead dinitrate
13383	C005-525-49A	10099-76-0		Lead(2+) silicate
13384	C005-867-70A	10101-39-0		Calcium silicate
13385	C005-867-81A	10101-52-7		Zirconium orthosilicate
13386	C004-841-88A	10101-53-8		Chromium (III) sulfate
13387	C006-923-02A	10101-58-3		Cobalt wolframate
13388	C004-956-52A	10101-63-0		Lead diiodide
13389	C006-550-98A	10101-83-4		Disodium tetraoxotellurate
13390	C006-551-01A	10101-95-8		Dineodymium trisulphate
13391	C007-153-60A	10102-03-1		Dinitrogen pentaoxide
13392	C004-926-64A	10102-05-3		Palladium dinitrate
13393	C004-723-48A	10102-18-8		Disodium selenite
13394	C005-244-30A	10102-20-2		Disodium tellurite
13395	C010-315-94A	10102-24-6		Dilithium metasilicate
13396	C004-775-69A	10102-43-9		Nitrogen monoxide
13397	C004-745-26A	10102-44-0		Nitrogen dioxide
13398	C004-895-69A	10102-45-1		Thallium nitrate
13399	C004-843-60A	10102-68-8		Calcium iodide
13400	C005-868-27A	10103-46-5		Calcium phosphate
13401	C010-876-27A	10103-47-6		"Nitric acid, chromium salt (1:?)"
13402	C010-787-95A	10103-48-7		"Phosphoric acid, copper salt"
13403	C004-766-35A	10103-50-1		"Arsenic acid, magnesium salt"
13404	C011-483-12A	10103-60-3		"Arsenic acid (H3AsO4), monosodium salt"
13405	C004-719-14A	10103-61-4		"Arsenic acid, copper salt"
13406	C006-923-35A	10103-62-5		"Arsenic acid, calcium salt"
13407	C011-291-13A	10105-38-1		6-Methylpentadecane
13408	C010-577-16A	10108-00-6		"Hexanedioic acid, monohexadecyl ester"
13409	C010-441-33A	10108-61-9		"2-sec-Butyl-1H-isoindole-1,3(2H)-dione"
13410	C004-670-65A	10108-64-2		Cadmium(II) chloride
13411	C005-552-64A	10108-73-3		Cerium trinitrate
13412	C011-332-22A	10108-80-2		"Propane-1,2-diyl dipropanoate"
13413	C009-835-11A	10109-95-2		"2,5-dianilinoterephthalic acid"
13414	C004-750-18A	10112-91-1		Dimercury dichloride
13415	C010-441-44A	10114-46-2		4-Hydroxy-1-methyl-3-[(4-nitrophenyl)diazenyl]quinolin-2(1H)-one
13416	C008-692-32A	10114-86-0		"Disodium 3,3'-[carbonylbis[imino(3-methoxy-4,1-phenylene)azo]]bis[benzenesulphonate]"
13417	C005-868-38A	10117-38-1		Dipotassium sulfite
13418	C011-615-02A	10118-90-8		Minocycline
13419	C011-429-94A	10119-31-0		Zirconium chloride hydroxide
13420	C010-804-88A	10124-29-5		Aluminum salt of sulfuric acid
13421	C004-897-29A	10124-31-9		Ammonium salt of phosphoric acid
