No.	CHRIP_ID	CAS RN	CAS Identity	Chemical Substance Name
360	C026-095-14A	-		alpha-[Dimethyl(vinyl)silyl]-omega-{[dimethyl(vinyl)silyl]oxy}-poly{oxy(dimethylsilanediyl)/oxy[methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silanediyl]/oxy[methyl(3,3,3-trifluoropropyl)silanediyl]} (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
361	C026-095-25A	-		alpha-[Dimethyl(vinyl)silyl]-omega-{[dimethyl(vinyl)silyl]oxy}-poly{oxy(dimethylsilanediyl)/oxy[methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silanediyl]/oxy[methyl(3,3,3-trifluoropropyl)silanediyl]/oxy[methyl(vinyl)silanediyl]} (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
362	C026-095-36A	-		Polycondensation products of 4,4'-{[2,2'-bis(trifluoromethyl)biphenyl-4,4'-diyl]bis(iminocarbonyl)}diphthalic anhydride / 2,2'-bis(trifluoromethyl)benzidine (It is limited that the polymer contains no amic acid structure.) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
363	C026-095-47A	-		Copolymer of allyl methacrylate / styrene / 2-hydroxyethyl methacrylate / butyl acrylate / butyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
364	C026-095-58A	-		Copolymer of allyl methacrylate / 2-ethylhexyl acrylate / styrene / 2-hydroxyethyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
365	C026-095-69A	-		Copolymer of acrylic acid / isobutyl methacrylate / 2-ethylhexyl acrylate / cyclohexyl methacrylate / 2,3-dihydroxypropyl methacrylate / styrene / 2-hydroxyethyl methacrylate / butyl acrylate / butyl methacrylate / tert-butyl methacrylate / methacrylic acid / N-(2-methyl-4-oxopentan-2-yl)acrylamide / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
366	C026-095-70A	-		Polycondensation products of [polycondensation products of 4,4'-oxydibenzoic acid / 2,2'-diamino-4,4'-(hexafluoropropane-2,2-diyl)diphenol] / 4,4'-oxydiphthalic anhydride / 3,3'-diamino-N,N'-[(hexafluoropropane-2,2-diyl)bis(6-hydroxy-3,1-phenylene)]dibenzamide / 4,4,6,6-tetramethyl-5-oxa-4,6-disilanonane-1,9-diamine (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
367	C026-095-81A	-		Polycondensation products of adipic acid / ethylene glycol / cyclohexane-1,4-dicarboxylic acid / terephthalic acid / sodium 3,5-bis[(2-hydroxyethoxy)carbonyl]benzenesulfonate (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
368	C026-095-92A	-		7,8,9-Trideoxy-3,5:4,6-bis-O-[(4-propylphenyl)methylene]-D-glycero-L-gulo-nonitol
369	C026-096-05A	-		Mixture of {reaction products of 6-oxo-6H-6lambda(5)-dibenzo[c,e][1,2]oxaphosphinine and phenol and formaldehyde and 4-methoxybenzaldehyde, which consists of [reaction products of 6-oxo-6H-6lambda(5)-dibenzo[c,e][1,2]oxaphosphinine and (polycondensation products of phenol / formaldehyde) and 4-methoxybenzaldehyde] as a major component} (major component) and polycondensation products of phenol / formaldehyde
370	C026-096-50A	-		1-({[1-(6-{4-[(2,2-Dimethyl-1,3-dioxolan-4-yl)methoxy]-2-methylbenzoyl}-9-ethyl-9H-carbazol-3-yl)ethylidene]amino}oxy)ethanone
371	C026-096-61A	-		Copolymer of 4-isopropenylphenol / N-cyclohexylmaleimide / methacrylic acid / (3-ethyloxetan-3-yl)methyl methacrylate / 2,3-epoxypropyl methacrylate / tetrahydrofurfuryl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)
372	C026-096-72A	-		Copolymer of alpha-allyl-omega-methoxypoly(oxyethylene) / (sodium salt of maleic acid) (It is limited that the content of the components having molecular weight less than 1,000 is 1% or less.)
373	C026-096-83A	-		Copolymer of acrylic acid / 2-(acryloyloxy)ethyl hydrogen succinate / 2-ethylhexyl methacrylate / styrene / 2-hydroxyethyl methacrylate / 1-phenyl-1H-pyrrole-2,5-dione / methacrylic acid (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)
374	C026-096-94A	-		Copolymer of acrylamide / acrylic acid / 2-methylidenesuccinic acid (It is limited that the polymer is insoluble in acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
375	C026-097-07A	-		Hydrogenation products of copolymer (ring-opening polymerization products only) of bicyclo[2.2.1]hept-2-ene / 2-methylbicyclo[2.2.1]hept-2-ene (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
376	C026-097-18A	-		Copolymer of acrylic acid / isobutyl methacrylate / 2-ethylhexyl acrylate / cyclohexyl methacrylate / 2,3-dihydroxypropyl methacrylate / 2-hydroxyethyl methacrylate / butyl acrylate / butyl methacrylate / tert-butyl methacrylate / methacrylic acid / N-(2-methyl-4-oxopentan-2-yl)acrylamide / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
377	C026-097-29A	-		Copolymer of 2-oxooxolan-3-yl methacrylate / 2-hydroxypropyl methacrylate / benzyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
378	C026-097-30A	-		Polyaddition products of 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane / (polycondensation products of dimethyl carbonate / hexane-1,6-diol) / 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid / 2-methylpentane-1,5-diamine (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
379	C026-097-41A	-		Copolymer of (3-ethyloxetan-3-yl)methyl methacrylate / oxolan-2-yl methacrylate / 2-hydroxyethyl methacrylate / methacrylic acid (It is limited that the content of the components having molecular weight less than 1,000 is 1% or less.)
380	C026-097-52A	-		Copolymer of acrylic acid / 2-ethylhexyl acrylate / 2-ethylhexyl methacrylate / ethylene 6-hydroxyhexanoate methacrylate / cyclohexyl methacrylate / styrene / 2-hydroxypropyl methacrylate / butyl acrylate / butyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
381	C026-097-63A	-		Copolymer of acrylic acid / isobutyl methacrylate / 2-ethylhexyl acrylate / 2-ethylhexyl methacrylate / ethylene 6-hydroxyhexanoate methacrylate / cyclohexyl methacrylate / 2-hydroxypropyl methacrylate / butyl acrylate / butyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
382	C026-097-74A	-		Copolymer of acrylic acid / 2-ethylhexyl acrylate / 2-ethylhexyl methacrylate / ethylene 6-hydroxyhexanoate methacrylate / cyclohexyl methacrylate / 2-hydroxypropyl methacrylate / butyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
383	C026-097-85A	-		Copolymer of chloroethene / 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl methacrylate / alpha-hydro-omega-(methacryloyloxy)poly(oxyethylene) / butyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
384	C026-098-10A	-		Mixture of 2-methoxypropane-1,3-diol and 3-methoxypropane-1,2-diol
385	C026-098-32A	-		Condensation products of 2-(chloromethyl)oxirane, (reaction products of naphthalene-2,7-diol and phenylmethanol (It is limited that the polymer contains ring substituted products.))
386	C026-098-43A	-		Reaction products of 2,4-diethylpentane-1,5-diol and 2-butyl-2-ethylpropane-1,3-diol and methylcyclohexane-1,2-dicarboxylic anhydride, which consists of (1:2 addition products of 2,4-diethylpentane-1,5-diol(or 2-butyl-2-ethylpropane-1,3-diol) and methylcyclohexane-1,2-dicarboxylic anhydride) as a major component
387	C026-098-54A	-		Reaction products of cyclohexane-1,2,4-tricarboxylic 1,2-anhydride, [(hydroxymethyl)tricyclo[5.2.1.0(2,6)]decanyl]methanol and methylcyclohexane-1,2-dicarboxylic anhydride
388	C026-098-76A	-		Potassium salt of (copolymer of oxiran-2-ylmethyl methacrylate / styrene / 2-hydroxyethyl methacrylate / butyl acrylate / butyl methacrylate / benzyl methacrylate / methacrylic acid / methyl methacrylate, which contains (2-ethylhexanoyl)oxy group (or (2,3-dihydroxypropyl)sulfanyl group or tert-butyl group or tert-butoxy group or heptan-3-yl group or methyl group) at the terminals)
389	C026-098-98A	-		Polyaddition products of bis(isocyanatocyclohexyl)methane / 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid / alpha-(6-hydroxyhexyl)-omega-hydroxypoly(oxycarbonyloxyhexane-1,6-diyl) / propane-1,2-diamine (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
390	C026-099-01A	-		Addition products of copolymer of acrylic acid / octyl acrylate / cyclohexyl methacrylate / 2-hydroxyethyl methacrylate / butyl acrylate / methacrylic acid / methyl methacrylate and oxiran-2-ylmethyl methacrylate (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
391	C026-099-12A	-		Reaction products of (reaction products of copolymer of oxiran-2-ylmethyl methacrylate / styrene / tricyclo[5.2.1.0(2,6)]decan-8-yl methacrylate and methacrylic acid (it is limited that the polymer contains no oxirane ring in the molecular structure.)) and cyclohex-4-ene-1,2-dicarboxylic anhydride (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
392	C026-099-23A	-		Polyaddition products of alpha-[3-(dibutylamino)-2-hydroxypropyl]-omega-[3-(dibutylamino)-2-hydroxypropoxy]poly[oxy(methylethylene)] / 3-(triethoxysilyl)propan-1-amine / bis(4-isocyanatocyclohexyl)methane / hydrazine / alpha-hydro-omega-hydroxypoly(oxybutane-1,4-diyl) / alpha-hydro-omega-methoxypoly(oxyethylene) (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
393	C026-099-34A	-		Copolymer of cyclohexyl methacrylate / butyl acrylate / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
394	C026-099-45A	-		Potassium and sodium mixed salt of copolymer of acrylic acid / acrylonitrile / styrene / 2-hydroxyethyl methacrylate / buta-1,3-diene / 2-methylidenesuccinic acid / methyl methacrylate (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
395	C026-099-56A	-		Copolymer of acrylic acid / ethyl acrylate / 2-ethylhexyl acrylate / 2-hydroxyethyl acrylate / styrene / N-(butoxymethyl)acrylamide / methyl methacrylate (It is limited that the polymer is insoluble in water and acid and the content of the components having molecular weight less than 1,000 is 1% or less.)
396	C026-100-11A	-		Polycondensation products of diethyl carbonate / alpha,alpha',alpha''-propane-1,2,3-triyltris[omega-hydroxypoly(n=1-4)(oxyethylene)] / 3-methylpentane-1,5-diol
397	C026-100-33A	-		Reaction products of 2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane and phenol, which consist of 1:1 reaction products of 2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane and phenol as a major component(60% or more) (It is limited that the molecular weight is 460 or less.)
398	C026-100-44A	-		Copolymer of 2-(dimethylamino)ethyl methacrylate / 2-hydroxyethyl methacrylate / methyl methacrylate (It is limited that the content of the components having molecular weight less than 1,000 is 1% or less.)
399	C026-100-55A	-		Copolymer of 2,2,2-trifluoroethyl methacrylate / butyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
400	C026-100-66A	-		Copolymer of 2-ethylhexyl acrylate / 2-hydroxyethyl acrylate / 4-hydroxybutyl acrylate / butyl acrylate / alpha-methacryloyl-omega-methoxypoly(oxyethylene) / 2-methoxyethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
401	C026-100-77A	-		Copolymer of acrylamide / acrylic acid / 2-phenoxyethyl acrylate / butyl acrylate / benzyl acrylate / methyl acrylate / 2-methoxyethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
402	C026-100-88A	-		Polycondensation products of decane-1,10-diamine / decanedioic acid (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
403	C026-100-99A	-		Polyaddition products of (polycondensation products of adipic acid / butane-1,4-diol) / 1-isocyanato-3-(isocyanatomethyl)-3,5,5-trimethylcyclohexane / ethane-1,2-diamine / 2-ethyl-2-(hydroxymethyl)propane-1,3-diol / [reaction products of oxirane and 4,4'-(propane-2,2-diyl)diphenol] / 2,3(or 2,4 or 2,5 or 2,6)-diisocyanatotoluene / 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid / alpha-hydro-omega-hydroxypoly(oxyethylene) / butane-1,4-diol (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
404	C026-101-02A	-		Polyaddition products of (polycondensation products of adipic acid / butane-1,4-diol) / (polycondensation products of adipic acid / 3-methylpentane-1,5-diol) / [polycondensation products of (polycondensation products of adipic acid / 3-methylpentane-1,5-diol) / sodium 3,5-dicarboxybenzenesulfonate] / adipohydrazide / 2,3(or 2,4 or 2,5 or 2,6)-diisocyanatotoluene / butane-1,4-diol (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
405	C026-101-13A	-		Polyaddition products of 2-[(2-aminoethyl)amino]ethanol / [polyaddition products of 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane / 2-ethyl-2-(hydroxymethyl)propane-1,3-diol / 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid / alpha-(6-hydroxyhexyl)-omega-hydroxypoly(oxycarbonyloxyhexane-1,6-diyl)] / piperazine (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
406	C026-101-24A	-		Copolymer of (copolymer of 5-ethylidenebicyclo[2.2.1]hept-2-ene / ethene / propene (It is limited that the polymer contains no ring-opening polymer.)) / 2-ethylstyrene / 3-ethylstyrene / 4-ethylstyrene / 1,3-divinylbenzene / 1,4-divinylbenzene (It is limited that the polymer contains radical coupling reaction products.) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
407	C026-101-35A	-		Copolymer of (copolymer of 5-ethylidenebicyclo[2.2.1]hept-2-ene / ethene / propene (It is limited that the polymer contains no ring-opening polymer.)) / 1,3-divinylbenzene / 1,4-divinylbenzene (It is limited that the polymer contains radical coupling reaction products.) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
408	C026-101-46A	-		Copolymer of (copolymer of 5-ethylidenebicyclo[2.2.1]hept-2-ene / ethene / propene (It is limited that the polymer contains no ring-opening polymer.)) / 1,1'-(1,3-phenylene)bis(1H-pyrrole-2,5-dione) (containing radical coupling reaction products only) (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
409	C026-101-68A	-		Polycondensation products of cis-cyclohexane-1,4-dicarboxylic acid / trans-cyclohexane-1,4-dicarboxylic acid / 2-methylpentane-1,5-diamine (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
410	C026-101-79A	-		Copolymer of acrylic acid / 2-ethylhexyl acrylate / ethylene acetoacetate methacrylate / butyl acrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
411	C026-101-80A	-		Copolymer of acrylic acid / acrylonitrile / styrene / N-(hydroxymethyl)acrylamide / butyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
412	C026-101-91A	-		Copolymer of acrylonitrile / 2-hydroxyethyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
413	C026-102-04A	-		Polycondensation products of adipic acid / isophthalic acid / ethylene glycol / [reaction products of oxirane and 4,4'-(propane-2,2-diyl)diphenol] / terephthalic acid / [reaction products of 4,4'-(propane-2,2-diyl)diphenol and 2-methyloxirane] / benzene-1,2,4-tricarboxylic acid (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
414	C026-102-15A	-		Copolymer of ethenol / [N-(alkyl(C=16-20, normal chain))methacrylamide, which consists of N-octadecylmethacrylamide as a major component (90% or more)] / vinyl acetate (It is limited that the content of the components having molecular weight less than 1,000 is 1% or less.)
415	C026-102-26A	-		Polycondensation products of 1,4:3,6-dianhydroglucitol / diphenyl carbonate / hexane-1,6-diol (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
416	C026-102-37A	-		delta-Lactonization products of copolymer of 9-vinyl-9H-carbazole / methyl acrylate / methyl 2-(hydroxymethyl)acrylate / methyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)
417	C026-102-48A	-		Copolymer of styrene / butyl methacrylate / 2-methylidenesuccinic acid / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
418	C026-102-82A	-		Mixture of pentasodium 6-chloro-3,3'-({6-[(2-sulfonatoethyl)amino]-1,3,5-triazine-2,4-diyl}bis{imino[2-chloro-5-(3-sulfonatopropoxy)-4,1-phenylene]diazenediyl})dibenzenesulfonate and pentasodium 6,6'-dichloro-3,3'-({6-[(2-sulfonatoethyl)amino]-1,3,5-triazine-2,4-diyl}bis{imino[2-chloro-5-(3-sulfonatopropoxy)-4,1-phenylene]diazenediyl})dibenzenesulfonate (major component, 95% or more) and tetrasodium 6,6'-dichloro-3,3'-((6-hydroxy-1,3,5-triazine-2,4-diyl)bis{imino[2-chloro-5-(3-sulfonatopropoxy)-4,1-phenylene]diazenediyl})dibenzenesulfonate
419	C026-102-93A	-		Reaction products of 2-({4-[(2-aminoethyl)amino]-6-(benzylamino)-1,3,5-triazin-2-yl}amino)benzene-1,4-disulfonic acid and ammonia and sodium chloride and {mixture of [(chlorosulfonyl)-1,8,15(or 1,8,18 or 1,11,15 or 1,18,22)-triazaphthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32)]copper(II) and [mono(or di)(chlorosulfonyl)-1,8(or 1,11 or 1,15 or 1,18 or 1,25)-diazaphthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32)]copper(II) and [mono(or di or tri)(chlorosulfonyl)-1-azaphthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32)]copper(II) and [mono(or di or tri or tetra)(chlorosulfonyl)phthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32)]copper(II)}
420	C026-103-06A	-		Mixture of tetrakis(sodium(or lithium)) 2,5-dihydroxy-6-({4-[(6-methoxy-5(or 7)-sulfonato-1,3-benzothiazol-2-yl)diazenyl]-5-methyl-2-(3-sulfonatopropoxy)phenyl}diazenyl)naphthalene-1,7-disulfonate and hexakis(sodium(or lithium)) 5-hydroxy-4-{[5-hydroxy-6-({4-[(6-methoxy-5(or 7)-sulfonato-1,3-benzothiazol-2-yl)diazenyl]-5-methyl-2-(3-sulfonatopropoxy)phenyl}diazenyl)-1,7-disulfonato-2-naphthyl]diazenyl}-1-(4-sulfonatophenyl)-1H-pyrazole-3-carboxylate(major component, 95% or more)
421	C026-103-17A	-		{Amidation products of [imidation products of (addition products of octadecene and maleic anhydride) and 3,6,9-triazaundecane-1,11-diamine] and acetic anhydride}, which consist of N,N'-bis(2-{3-[(E)-octadecenyl]-2,5-dioxopyrrolidin-1-yl}ethyl)-N,N'-[(acetylimino)diethylene]diacetamide as a major component (50% or more)
422	C026-103-28A	-		Reaction products of calcium chloride and strontium chloride and [(mono(or di)sulfophthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32))copper] and (hydrogenation products of rosin), which consist of strontium salt of [mixture of (sulfophthalocyanine-29,31-diido-kappa(4)N(29),N(30),N(31),N(32))copper and (hydrogenation products of rosin)] as a major component
423	C026-103-39A	-		Dioctyl (disulfanediyl)diacetate
424	C026-103-40A	-		Tridecafluoro(methoxy)heptene, which consists of 1,1,1,2,2,3,4,5,6,6,7,7,7-tridecafluoro-5-methoxyhept-3-ene as a major component (40% or more)
425	C026-103-51A	-		Polycondensation products of cyclohexane-1,4-dicarboxylic acid / 4-hydroxybenzoic acid / biphenyl-4,4'-diol (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
426	C026-103-62A	-		Polycondensation products of isophthalic acid / cyclohexane-1,4-dicarboxylic acid / 4-hydroxybenzoic acid / biphenyl-4,4'-diol (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
427	C026-103-73A	-		Hydrogenation products of copolymer of 5-ethylbicyclo[2.2.1]hept-2-ene / 4,4a,9,9a-tetrahydro-1H-1,4-methanofluorene / bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic anhydride (ring-opening polymer only) (It is limited that the benzene ring is not hydrogenated.) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
428	C026-103-84A	-		Polycondensation products of diphenyl carbonate / alpha-hydro-omega-hydroxypoly(oxyethylene) / 2,2'-[(9H-fluorene-9,9-diyl)bis(4,1-phenyleneoxy)]diethanol / hexahydrofuro[3,2-b]furan-3,6-diol (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
429	C026-103-95A	-		Copolymer of 3-(allyloxy)propane-1,2-diol / ethylene acetoacetate methacrylate / butyl acrylate / 2-methylidenesuccinic acid / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
430	C026-104-08A	-		Reaction products of (hydrogenation products of copolymer of isoprene / styrene) and trimethoxy(vinyl)silane (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
431	C026-104-19A	-		Polycondensation products of 4,4'-oxydianiline / cyclohexane-1,2,4,5-tetracarboxylic acid (polyimide only) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
432	C026-104-20A	-		Polycondensation products of p-cresol / 4-(2,4,4-trimethylpentan-2-yl)phenol / formaldehyde / resorcinol (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
433	C026-104-42A	-		Polycondensation products of ethylene glycol / 1,4:3,6-dianhydroglucitol / cyclohexane-1,4-diyldimethanol / terephthalic acid (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
434	C026-104-53A	-		alpha-Hydro-omega-hydroxy-poly[oxy(2,6-dimethyl-1,4-phenylene)]--oxy(2-methoxy-1,4-phenylene)propane-1,3-diyl(dimethylsilanediyl)--poly[oxy(dimethylsilanediyl)]--propane-1,3-diyl(3-methoxy-1,4-phenylene)--poly[oxy(3,5-dimethyl-1,4-phenylene)] (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
435	C026-104-64A	-		Copolymer of styrene / 2-hydroxy-3-[(3-vinylbenzyl)oxy]propyl methacrylate / 2-hydroxy-3-[(4-vinylbenzyl)oxy]propyl methacrylate / 1-phenyl-1H-pyrrole-2,5-dione / benzyl methacrylate / 1-(methacryloyloxy)-3-[(3-vinylbenzyl)oxy]propan-2-yl hydrogen succinate / 1-(methacryloyloxy)-3-[(4-vinylbenzyl)oxy]propan-2-yl hydrogen succinate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
436	C026-104-75A	-		Polyaddition products of adipohydrazide / [transesterification products of oxepan-2-one and alpha-(6-hydroxyhexyl)-omega-hydroxypoly(oxycarbonyloxyhexane-1,6-diyl)] / bis(4-isocyanatocyclohexyl)methane / 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid / 2-methylpentane-1,5-diamine (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
437	C026-104-86A	-		Copolymer of tricyclo[5.2.1.0(2,6)]decan-8-yl methacrylate / alpha-hydro-omega-(acryloyloxy)poly(n=1-3)[oxy(1-oxopentane-1,5-diyl)] / benzyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
438	C026-104-97A	-		Reaction products of N-(2-aminoethyl)ethane-1,2-diamine and [ring-opening reaction products of ammonia and 1,2-bis(oxiran-2-ylmethoxy)ethane and water and copolymer of maleic anhydride / 2-methylpropene] (It is limited that the number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)
439	C026-105-00A	-		Addition products of oxiran-2-ylmethanol and (amidation products of {reaction products of alpha-hydro-omega-hydroxy-poly[oxy({3-[(2-aminoethyl)amino]propyl}(methyl)silanediyl)/oxy(dimethylsilanediyl)] and 4-methyl-1,3-dioxolan-2-one} and succinic anhydride) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
440	C026-105-11A	-		Amidation products of {reaction products of alpha-hydro-omega-hydroxy-poly[oxy({3-[(2-aminoethyl)amino]propyl}(methyl)silanediyl)/oxy(dimethylsilanediyl)] and acetic anhydride} and succinic anhydride (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
441	C026-105-22A	-		Copolymer of styrene / dodecyl methacrylate / tridecyl methacrylate / 2-hydroxyethyl acrylate / 2-hydroxyethyl methacrylate / 2-hydroxypropyl acrylate / butyl acrylate / butyl methacrylate / tert-butyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)
