"1-[[(2-hydroxyphenyl)imino]methyl]-2-naphthol"	"212-975-1"	"894-93-9"	"100.011.796"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"11-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24613"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.011.796"	
"1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole"	"262-104-4"	"60207-90-1"	"100.056.441"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"25-08-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/32104"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.056.441"	
"1-[[2-methyl-4-[(2-methylphenyl)azo]phenyl]azo]-N-tridecylnaphthalen-2-amine"	"260-913-7"	"57712-94-4"	"100.055.358"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"30-09-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/26007"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.055.358"	
"1-[bis(4-fluorophenyl)methyl]piperazine"	"248-476-0"	"27469-60-9"	"100.044.055"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"31-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23189"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.044.055"	
"1-[Bis(9,9-dimethyl-9H-fluoren-2-yl)amino]-9H-fluoren-9-one"	"858-376-4"	"1659314-59-6"	"100.309.496"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"13-08-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/31476"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.309.496"	
"1-[bis[3-(dimethylamino)propyl]amino]propan-2-ol"	"266-587-2"	"67151-63-7"	"100.060.515"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"05-01-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/12779"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.060.515"	
"1-[bis[4-(diethylamino)phenyl]methyl]naphthalene-2,7-disulphonic acid"	"269-848-9"	"68345-20-0"	"100.063.479"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"31-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/18317"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.063.479"	
"1-[butyl(2-hydroxypropyl)amino]propan-2-ol"	"814-434-0"	"4402-34-0"	"100.247.476"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"08-01-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/21828"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.247.476"	
"1-[di(4-octylphenyl)aminomethyl]-4-methyl-1H-benzotriazole;N-[(4-methyl-1H-benzotriazol-1-yl)methyl]-4-octyl-N-(4-octylphenyl)aniline;reaction mass of: 1-[di(4-octylphenyl)aminomethyl]-5-methyl-1H-benzotriazole;reaction mass of: N-[(5-methyl-1H-benzotriazol-1-yl)methyl]-4-octyl-N-(4-octylphenyl)aniline"	"420-720-2"	"-"	"100.101.939"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"30-11-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3355"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.939"	
"1-[difluoro(trifluoromethoxy)methoxy]-1,2,2-trifluoroethylene"	"615-064-0"	"700874-87-9"	"100.110.602"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"29-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/21972"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.110.602"	
"1-[phenyl-(4-phenylphenyl)methyl]imidazole; nitrate"	"814-266-8"	"60629-07-4"	"100.247.110"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"23-01-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/22180"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.247.110"	
"1-acetyl-4-(3-dodecyl-2,5-dioxo-1-pyrrolidinyl)-2,2,6,6-tetramethylpiperidine"	"411-930-5"	"106917-31-1"	"100.101.133"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 tonnes"	"1"	"11-06-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/28057"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.133"	
"1-acetyl-4-(3-dodecyl-2,5-dioxo-1-pyrrolidinyl)-2,2,6,6-tetramethylpiperidine"	"411-930-5"	"106917-31-1"	"100.101.133"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/8412"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.133"	
"1-acetyl-4-(4-hydroxyphenyl)piperazine"	"267-744-8"	"67914-60-7"	"100.061.567"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"05-06-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23016"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.061.567"	
"1-acetyl-4-(4-hydroxyphenyl)piperazine"	"267-744-8"	"67914-60-7"	"100.061.567"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"11-11-2016"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/18235"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.061.567"	
"1-allyl 2-acetylamino methyl pyrrolidine"	"918-518-9"	"-"	"100.128.631"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"19-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24281"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.128.631"	
"1-allyl-3-chloro-4-fluorobenzene"	"406-630-6"	"121626-73-1"	"100.100.821"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"04-12-2017"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/21293"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.821"	
"1-allyl-3-chloro-4-fluorobenzene"	"406-630-6"	"121626-73-1"	"100.100.821"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4757"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.100.821"	
"1-amidino-2-thiourea"	"218-308-0"	"2114-02-5"	"100.016.644"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"23-11-2016"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/18214"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.016.644"	
"1-amidino-2-thiourea"	"218-308-0"	"2114-02-5"	"100.016.644"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"13-01-2015"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/6581"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.016.644"	
"1-amino-1-cyanamino-2,2-dicyanoethylene, sodium salt"	"425-870-2"	"19450-38-5"	"100.102.433"	"No longer Valid"	"NONS"	"INDIVIDUAL_SUBMISSION"	"No longer valid"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3708"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.433"	
"1-amino-1-deoxy-D-glucitol"	"207-677-3"	"488-43-7"	"100.006.980"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"21-11-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/10068"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.006.980"	
"1-Amino-1H-pyrrole-2-carbonitrile"	"856-538-9"	"159326-66-6"	"100.307.551"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"28-08-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/31362"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.307.551"	
"1-amino-2-methyl-2-propanethiol hydrochloride"	"434-480-1"	"32047-53-3"	"100.103.271"	"No longer Valid"	"NONS"	"INDIVIDUAL_SUBMISSION"	"No longer valid"	"18-09-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3247"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.103.271"	
"1-amino-4-(3-[4-chloro-6-(2,5-di-sulfophenylamino)-1,3,5-triazin-2-ylamino]-2,2-dimethyl-propylamino)-anthraquinone-2-sulfonic acid, na/li salt"	"419-520-8"	"172890-93-6"	"100.101.827"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"12-08-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9161"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.827"	
"1-amino-4-(3-amino-2,4,6-trimethyl-5-sulphoanilino)-9,10-dihydro-9,10-dioxoanthracene-2-sulphonic acid"	"246-025-2"	"24124-40-1"	"100.041.827"	"Cease Manufacture"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Cease manufacture"	"06-11-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/11239"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.041.827"	
"1-amino-4-(ethylamino)-9,10-dihydro-9,10-dioxoanthracene-2-carbonitrile"	"263-606-6"	"62570-50-7"	"100.057.805"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"10-06-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/22346"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.057.805"	
"1-amino-4-[(4-amino-2-sulfofenyl)amino]-9,10-dihydro-9,10-dioxo-2-anthracenesulfonic acid, disodium salt, reaction products with 2-[[3-[(4,6-dichloro-1,3,5-triazin-2-yl)ethylamino]phenyl]sulfonyl]ethyl hydrogen sulfate, sodium salts"	"451-430-4"	"500717-36-2"	"100.104.285"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"25-10-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/13046"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.104.285"	
"1-amino-4-hydroxy-2-(2-phenoxyethoxy)anthraquinone"	"241-443-1"	"17418-59-6"	"100.037.660"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 0 to < 10 tonnes"	"0"	"10"	"07-07-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/33834"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.037.660"	
"1-amino-4-hydroxy-2-[(6-hydroxyhexyl)oxy]anthraquinone"	"251-889-9"	"34231-26-0"	"100.047.157"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"17-07-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24378"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.047.157"	
"1-amino-4-hydroxy-2-phenoxyanthraquinone"	"241-442-6"	"17418-58-5"	"100.037.659"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"05-08-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/16393"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.037.659"	
"1-aminoanthraquinone"	"201-423-5"	"82-45-1"	"100.001.294"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"02-02-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/32063"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.001.294"	
"1-aminocyclopentanecarboxamide"	"422-950-9"	"17193-28-1"	"100.102.152"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/12846"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.152"	
"1-aminoethylphosphinic acid"	"426-930-0"	"74333-44-1"	"100.102.538"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/2982"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.538"	
"1-aminoimidazolidine-2,4-dione hydrochloride"	"700-277-4"	"2827-56-7"	"100.128.537"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"31-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23158"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.128.537"	
"1-aminopropan-2-ol"	"201-162-7"	"78-96-6"	"100.001.057"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1000 tonnes"	"1000"	"05-03-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/13935"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.001.057"	
"1-Aza-2-silacyclopentane, 2,2-diethoxy-1-[3-(triethoxysilyl)propyl]-"	"924-785-2"	"1184179-50-7"	"100.121.052"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"17-06-2014"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/6143"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.121.052"	
"1-azabicyclo[2.2.2]octan-3-amine"	"813-787-8"	"6238-14-8"	"100.246.577"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"16-01-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/21939"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.246.577"	
"1-Azabicyclo[2.2.2]octan-3-amine, 2-(diphenylmethyl)-N-(phenylmethyl)-, cis-"	"900-043-3"	"-"	"100.139.764"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"20-03-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23118"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.139.764"	
"1-Azabicyclo[2.2.2]octane, 3-methylene-"	"928-892-5"	"22207-84-7"	"100.133.389"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"04-12-2015"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/16764"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.133.389"	
"1-Azetidineacetic acid, 2-[(1R)-2-[(4-chlorophenyl)thio]-1-methyl-2-oxoethyl]-3-[(1R)-1-hydroxyethyl]-4-oxo-, (2S,3S)-"	"600-646-9"	"105318-28-3"	"100.128.441"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"07-10-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/29976"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.128.441"	
"1-Azetidinecarboxylic acid, 3-oxo-, 1,1-dimethylethyl ester"	"627-725-0"	"398489-26-4"	"100.156.059"	"Cease Manufacture"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Cease manufacture"	"28-07-2014"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/7396"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.156.059"	
"1-Aziridinecarboxamide, N,N'-1,6-hexanediylbis[2-methyl-"	"665-337-3"	"3901-51-7"	"100.191.500"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"20-07-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/18845"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.191.500"	
"1-Aziridinesulfonamide, N,N-dimethyl-2-(phenylmethyl)-, (2S)-"	"620-285-0"	"902146-43-4"	"100.115.545"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"05-06-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/7089"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.115.545"	
"1-benzhydrylpiperazine"	"212-667-7"	"841-77-0"	"100.011.516"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 10 to < 100 tonnes"	"10"	"100"	"12-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24243"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.011.516"	
"1-benzo-2-oxa-1,3-diazole oxide"	"207-559-1"	"480-96-6"	"100.006.873"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"10-12-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/22876"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.006.873"	
"1-benzo[b]thien-2-ylethan-1-one"	"245-177-7"	"22720-75-8"	"100.041.055"	"No longer Valid"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"No longer valid"	"01-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24710"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.041.055"	
"1-benzyl hydrogen (R)-pyrrolidine-1,2-dicarboxylate"	"229-021-5"	"6404-31-5"	"100.026.383"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"10-05-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23421"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.026.383"	
"1-benzyl-1,2-dihydro-3H-indazol-3-one, sodium salt"	"236-138-5"	"13185-09-6"	"100.032.838"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"11-01-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/11771"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.032.838"	
"1-benzyl-3,4-dimethylpyridinium chloride"	"244-824-0"	"22185-44-0"	"100.040.734"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"26-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/24745"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.040.734"	
"1-benzyl-3-carbamoylpyridinium chloride"	"225-814-5"	"5096-13-9"	"100.023.467"	"Active"	"FULL"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"12-12-2017"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/21613"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.023.467"	
"1-benzyl-3-carboxylatopyridinium sodium chloride"	"268-692-9"	"68133-60-8"	"100.062.429"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 100 to < 1000 tonnes"	"100"	"1000"	"11-05-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/5318"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.062.429"	
"1-benzyl-4-phenyl-piperidin-4-carboxylic acid ethyl ester"	"444-700-8"	"-"	"100.103.974"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"16-02-2012"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/9887"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.103.974"	
"1-benzyl-4-phenylpiperidine-4-carbonitrile monohydrochloride"	"275-305-7"	"71258-18-9"	"100.068.438"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"12-09-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/26199"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.068.438"	
"1-benzyl-4-piperidone"	"222-782-4"	"3612-20-2"	"100.020.712"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 0 to < 10 tonnes"	"0"	"10"	"07-08-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/22538"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.020.712"	
"1-benzyl-5-(hexadecyloxy)-2,4-imidazolidinedione"	"431-220-9"	"158574-65-3"	"100.102.953"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/2754"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.953"	
"1-benzyl-5-ethoxyimidazolidine-2,4-dione"	"417-340-4"	"65855-02-9"	"100.101.621"	"Active"	"INTERMEDIATE"	"INDIVIDUAL_SUBMISSION"	"Intermediate use only"	"17-12-2010"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/1862"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.621"	
"1-benzyl-5-ethoxyimidazolidine-2,4-dione"	"417-340-4"	"65855-02-9"	"100.101.621"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/8496"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.621"	
"1-benzyl-5-phenylbarbituric acid"	"276-940-2"	"72846-00-5"	"100.069.924"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"08-04-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/27566"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.069.924"	
"1-benzyl-5-phenylbarbituric acid"	"276-940-2"	"72846-00-5"	"100.069.924"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"02-02-2017"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/18772"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.069.924"	
"1-benzyl-N-phenylpiperidin-4-amine"	"214-583-6"	"1155-56-2"	"100.013.257"	"Active"	"FULL"	"JOINT_SUBMISSION"	"≥ 1 to < 10 tonnes"	"1"	"10"	"06-03-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/23031"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.013.257"	
"1-benzylcycloheptan-1-ol"	"223-660-3"	"4006-73-9"	"100.021.511"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"01-03-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/22704"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.021.511"	
"1-benzylimidazolidine-2,4-dione"	"421-340-1"	"6777-05-5"	"100.101.993"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/3478"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.993"	
"1-benzylpiperazine"	"220-423-6"	"2759-28-6"	"100.018.567"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"24-04-2018"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/18709"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.018.567"	
"1-benzylpiperidin-3-ol"	"238-881-0"	"14813-01-5"	"100.035.331"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"27-08-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/31611"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.035.331"	
"1-bromo-2,4-dichlorobenzene"	"214-778-6"	"1193-72-2"	"100.013.435"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"06-03-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/28291"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.013.435"	
"1-bromo-2,4-difluorobenzene"	"206-479-4"	"348-57-2"	"100.005.891"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"01-02-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/15945"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.005.891"	
"1-bromo-2-(bromomethyl)-4,5-dimethoxybenzene"	"610-978-6"	"53207-00-4"	"100.113.627"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"09-09-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/25416"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.113.627"	
"1-bromo-2-chloroethane"	"203-456-0"	"107-04-0"	"100.003.143"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"26-07-2019"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/28367"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.003.143"	
"1-bromo-2-iodobenzene"	"209-508-9"	"583-55-1"	"100.008.646"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"08-06-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/22632"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.008.646"	
"1-bromo-2-methylpropane"	"201-141-2"	"78-77-3"	"100.001.038"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"01-07-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/10737"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.001.038"	
"1-bromo-2-methylpropyl propionate"	"422-900-6"	"158894-67-8"	"100.102.147"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4765"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.102.147"	
"1-bromo-2-phenylethane"	"203-130-8"	"103-63-9"	"100.002.846"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"04-01-2022"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/19673"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.002.846"	
"1-bromo-3,4,5-trifluorobenzene"	"418-480-9"	"138526-69-9"	"100.101.729"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"05-02-2020"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/12569"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.729"	
"1-bromo-3,4,5-trifluorobenzene"	"418-480-9"	"138526-69-9"	"100.101.729"	"Active"	"NONS"	"INDIVIDUAL_SUBMISSION"	"Tonnage data confidential"	"10-11-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/4891"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.729"	
"1-bromo-3,5-bis(trifluoromethyl)benzene"	"206-334-5"	"328-70-1"	"100.005.759"	"Active"	"INTERMEDIATE"	"JOINT_SUBMISSION"	"Intermediate use only"	"03-05-2021"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/20435"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.005.759"	
"1-bromo-3,5-difluorobenzene"	"416-710-2"	"461-96-1"	"100.101.560"	"Active"	"NONS"	"JOINT_SUBMISSION"	"Tonnage data confidential"	"15-12-2008"	"https://echa.europa.eu/registration-dossier/-/registered-dossier/14051"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.560"	
